"question","answer","category","tier"
"What is a lakehouse?","An architecture combining a data lake's flexible cheap storage with warehouse-style tables and SQL querying.","Fabric-MCP-Infra","3"
"Data warehouse vs data lake?","Warehouses store structured, curated data for SQL analytics; lakes store raw files of any format cheaply.","Fabric-MCP-Infra","3"
"What is a Fabric Data Agent?","A Fabric feature letting you build AI agents that answer natural language questions over your organization's data.","Fabric-MCP-Infra","3"
"How does Power BI relate to Fabric?","Power BI is Fabric's business intelligence layer, building reports and dashboards directly on Fabric data.","Fabric-MCP-Infra","3"
"What is a semantic model in Fabric?","A curated layer defining tables, relationships, and measures, giving reports and agents consistent business definitions.","Fabric-MCP-Infra","3"
"What is a data pipeline?","An automated sequence that moves and transforms data from sources to destinations, often on a schedule.","Fabric-MCP-Infra","3"
"What are notebooks used for in Fabric?","Interactive Python or Spark coding against lakehouse data, for exploration, transformation, and machine learning.","Fabric-MCP-Infra","3"
"What is the Model Context Protocol (MCP)?","An open standard for connecting AI models to external tools and data through a common client-server interface.","Fabric-MCP-Infra","3"
"What problem does MCP solve?","Without it, every AI app needs custom integrations per tool; MCP standardizes the connection, like USB for AI.","Fabric-MCP-Infra","3"
"What is an MCP server?","A program exposing tools, resources, and prompts over the protocol so any MCP client can use them.","Fabric-MCP-Infra","3"
"What is an MCP client?","The AI application side, like Claude Desktop, that connects to MCP servers and invokes their tools.","Fabric-MCP-Infra","3"
"What are tools in MCP?","Functions a server exposes that the model can call, like search database or create ticket.","Fabric-MCP-Infra","3"
"What are resources in MCP?","Read-only data a server exposes, like files or records, that clients can load as context.","Fabric-MCP-Infra","3"
"What is FastMCP?","A Python framework for building MCP servers quickly, handling protocol details so you just write functions.","Fabric-MCP-Infra","3"
"How do you define a tool in FastMCP?","Write a Python function with type hints and a docstring, then add the tool decorator; FastMCP generates the schema.","Fabric-MCP-Infra","3"
"What is an AI gateway?","A central proxy in front of LLM providers handling authentication, rate limits, logging, cost tracking, and model routing.","Fabric-MCP-Infra","3"
"Why put a gateway in front of LLM APIs?","One place to enforce security and spending limits, log usage, and swap providers without changing every app.","Fabric-MCP-Infra","3"
"What is function calling in LLMs?","The model outputs a structured request to run a defined function; your code executes it and returns results.","Fabric-MCP-Infra","3"
"What is agent orchestration?","Coordinating multiple agents or steps, managing state, retries, and handoffs so a complex workflow completes reliably.","Fabric-MCP-Infra","3"
"What is infrastructure as code?","Defining servers, networks, and services in version-controlled files, so environments are reproducible and reviewable like code.","Fabric-MCP-Infra","3"
"What is Terraform?","A popular IaC tool where you declare desired cloud resources in HCL files and it creates or updates them.","Fabric-MCP-Infra","3"
"Terraform plan vs apply?","Plan previews what changes would be made; apply actually executes them, so you review before touching infrastructure.","Fabric-MCP-Infra","3"
"What is Terraform state?","A file tracking which real resources Terraform manages, used to compute diffs; teams store it remotely with locking.","Fabric-MCP-Infra","3"
"What is a Terraform provider?","A plugin that teaches Terraform how to manage a platform's resources, like the azurerm provider for Azure.","Fabric-MCP-Infra","3"
"What is a Terraform module?","A reusable package of Terraform configuration, letting teams share standard patterns like a preconfigured storage account.","Fabric-MCP-Infra","3"
"What is Terragrunt?","A thin wrapper around Terraform that reduces repetition across environments and manages remote state and dependencies.","Fabric-MCP-Infra","3"
"Why use Terragrunt with multiple environments?","It keeps dev, staging, and prod configs DRY: shared code with small per-environment settings instead of copy-paste.","Fabric-MCP-Infra","3"
"Declarative vs imperative infrastructure?","Declarative states the desired end result and the tool figures out steps; imperative scripts each command explicitly.","Fabric-MCP-Infra","3"
"What is a Docker container?","A lightweight isolated process packaged with its dependencies, running consistently on any machine with a container runtime.","Fabric-MCP-Infra","3"
"Container vs virtual machine?","Containers share the host kernel and start in seconds; VMs each run a full OS, heavier but more isolated.","Fabric-MCP-Infra","3"
"What is container orchestration?","Automatically deploying, scaling, and healing containers across machines; Kubernetes is the standard tool.","Fabric-MCP-Infra","3"
"How do CI/CD pipelines use Terraform?","Pipelines run plan on pull requests for review, then apply on merge, making infrastructure changes automated and audited.","Fabric-MCP-Infra","3"
"Why does idempotency matter in IaC?","Running the same configuration twice yields the same result, making deployments safe to retry.","Fabric-MCP-Infra","3"
"What is infrastructure drift?","Real resources diverge from the IaC definition, often from manual changes; detected by comparing state with reality.","Fabric-MCP-Infra","3"
"What is a unit test?","A test of one small piece of code, like a function, in isolation, fast and precise about failures.","Testing","3"
"What is an integration test?","A test verifying that multiple components work together correctly, like your code talking to a real database.","Testing","3"
"What is an end-to-end test?","A test exercising the whole system as a user would, from request to final result, slow but realistic.","Testing","3"
"What is the test pyramid?","Have many fast unit tests, fewer integration tests, and few end-to-end tests, balancing speed with confidence.","Testing","3"
"What is pytest?","The most popular Python testing framework: write functions starting with test_, use plain assert, run with the pytest command.","Testing","3"
"What is an assertion?","A statement declaring something must be true, like assert result == 5; the test fails if it is false.","Testing","3"
"How does pytest discover tests?","It automatically collects files named test_something.py and functions starting with test_, no registration needed.","Testing","3"
"What is a pytest fixture?","A reusable setup function providing test dependencies, like a database connection, injected into tests by parameter name.","Testing","3"
"What is mocking?","Replacing a real dependency with a fake controllable object so tests run without external systems.","Testing","3"
"Why mock external API calls in tests?","Tests stay fast, free, and deterministic, and you can simulate errors that are hard to trigger for real.","Testing","3"
"Stub vs mock?","A stub just returns canned answers; a mock also records calls so you can verify how it was used.","Testing","3"
"What is test coverage?","The percentage of code lines executed by tests, measured with tools like coverage.py, highlighting untested areas.","Testing","3"
"Does 100 percent coverage mean the code is correct?","No: coverage shows lines ran, not that assertions were meaningful; poor tests can still cover everything.","Testing","3"
"What is a regression test?","A test ensuring previously working behavior still works, often added after fixing a bug so it never returns.","Testing","3"
"What is a smoke test?","A quick shallow check that the most critical paths work at all, run first after a deployment.","Testing","3"
"What is test-driven development?","Writing a failing test first, then the minimum code to pass it, then refactoring, in short cycles.","Testing","3"
"What is red-green-refactor?","The TDD cycle: write a failing test (red), make it pass (green), then clean up the code (refactor).","Testing","3"
"What is Arrange-Act-Assert?","A test structure: set up inputs, run the code under test, then check the result.","Testing","3"
"What is a flaky test?","A test that passes and fails inconsistently, usually from timing, ordering, or external dependencies; it erodes trust in CI.","Testing","3"
"What is a parametrized test?","One test function run against many input-output pairs, in pytest via the parametrize decorator, reducing duplication.","Testing","3"
"What is an edge case?","An input at the boundary of expected behavior, like empty lists, zero, or huge values, where bugs commonly hide.","Testing","3"
"What is the happy path?","The default scenario where everything succeeds; good suites also test failures and invalid input.","Testing","3"
"Why must tests be isolated?","Each test should pass regardless of order or other tests, otherwise failures become misleading and hard to debug.","Testing","3"
"Why run tests in CI?","Every push and pull request is automatically verified, catching breakage before it merges or deploys.","Testing","3"
"Why is testing LLM outputs hard?","Outputs are nondeterministic and open-ended, so teams use evaluation datasets and scoring instead of exact-match assertions.","Testing","3"
"How do you test that code raises an error?","In pytest, wrap the call in a with pytest.raises(ValueError) block; the test fails if no error occurs.","Testing","3"
"What is a test double?","Any stand-in replacing a real dependency in tests, an umbrella term covering mocks, stubs, and fakes.","Testing","3"
"What is an acceptance test?","A test verifying the software meets the agreed requirements, often phrased from the user's perspective.","Testing","3"
"What is load testing?","Simulating many concurrent users to measure performance under stress and find the system's breaking point.","Testing","3"
"What is the first step when fixing a reported bug?","Reproduce it, ideally as a failing automated test, so the fix is verified and the bug cannot silently return.","Testing","3"
"What is latency?","The time one request takes from send to response, usually measured in milliseconds.","Engineering","3"
"What is throughput?","How much work a system completes per unit time, like requests per second.","Engineering","3"
"How do latency and throughput differ?","Latency is speed of one operation; throughput is volume over time; batching often raises throughput but adds latency.","Engineering","3"
"What is a race condition?","Two concurrent operations touch shared state in an unlucky order, causing intermittent wrong results; fixed with locks or atomic operations.","Engineering","3"
"What is a deadlock?","Two processes each hold a resource the other needs, so both wait forever.","Engineering","3"
"Concurrency vs parallelism?","Concurrency is managing many tasks in overlapping time; parallelism is literally executing them simultaneously on multiple cores.","Engineering","3"
"What is caching?","Storing results of expensive operations for reuse, trading memory and possible staleness for speed.","Engineering","3"
"Why is cache invalidation hard?","Knowing when cached data is stale is tricky: too aggressive wastes the cache, too lazy serves wrong data.","Engineering","3"
"What is TTL?","Time to live: how long a cached item or record stays valid before it expires and must be refreshed.","Engineering","3"
"What is polling?","Repeatedly asking a service whether anything changed, simple but wasteful compared to being notified.","Engineering","3"
"Webhook vs polling: which is better?","Webhooks deliver events instantly with less traffic; polling is simpler and works when you cannot expose an endpoint.","Engineering","3"
"What is a message queue?","A buffer holding tasks for asynchronous processing, decoupling producers from consumers and smoothing traffic spikes.","Engineering","3"
"What is publish-subscribe?","A messaging pattern where publishers emit events to a topic and many subscribers receive them independently.","Engineering","3"
"What is retry with backoff?","On failure, retry after increasing waits, like 1, 2, 4 seconds, giving a struggling service room to recover.","Engineering","3"
"Why add jitter to backoff?","Randomizing retry delays prevents many clients from retrying simultaneously and hammering the recovering service in waves.","Engineering","3"
"What does HTTP 429 mean?","Too Many Requests: you hit a rate limit; respect the Retry-After header and back off.","Engineering","3"
"What is a circuit breaker?","After repeated failures, calls to a dependency are stopped temporarily and fail fast, preventing cascading overload.","Engineering","3"
"Why set timeouts on external calls?","Without them a hung dependency ties up your resources indefinitely; fail fast, then retry or degrade.","Engineering","3"
"What is graceful degradation?","When a dependency fails, keep core features working with reduced functionality instead of failing completely.","Engineering","3"
"What is technical debt?","Shortcuts taken for speed that make future changes slower and riskier until deliberately paid down.","Engineering","3"
"What is refactoring?","Improving code structure and readability without changing behavior, ideally protected by tests.","Engineering","3"
"What is an MVP?","Minimum viable product: the smallest version delivering real value, shipped early to learn from actual users.","Engineering","3"
"What is a backlog?","The prioritized list of work items a team draws from, maintained by the product owner.","Engineering","3"
"What is a sprint?","A fixed period, typically two weeks, in which a team commits to completing a set of work.","Engineering","3"
"What is a daily stand-up?","A short daily sync covering progress, plans, and blockers, keeping the team aligned.","Engineering","3"
"What is a retrospective?","A meeting after each sprint where the team reflects on what went well and what to improve.","Engineering","3"
"What are stakeholder requirements?","What the people affected by a system, like editors or marketers, need it to do; gathering them precedes building.","Engineering","3"
"What is a user story?","A requirement phrased as: as a role, I want a capability, so that a benefit.","Engineering","3"
"What are acceptance criteria?","The specific testable conditions that must hold for a story to count as done.","Engineering","3"
"What is scope creep?","Requirements gradually expanding beyond the original agreement, threatening deadlines; managed by explicit prioritization and trade-offs.","Engineering","3"
"What is a breaking change?","A change that forces consumers to update their code, like removing an API field; signaled by a major version bump.","Engineering","3"
"What is a feature flag?","A switch that turns features on or off at runtime, enabling gradual rollouts and instant disabling without redeploying.","Engineering","3"
"What is a rollback?","Reverting to the previous working version after a bad deployment; good pipelines make this fast and routine.","Engineering","3"
"What is blue-green deployment?","Run two identical environments; deploy to the idle one, switch traffic over, and switch back instantly if problems appear.","Engineering","3"
"Monolith vs microservices?","A monolith is one deployable app, simpler to start; microservices split into independent services, adding flexibility and operational complexity.","Engineering","3"
"What is an API contract?","The agreed request and response formats of an API, often documented with OpenAPI, letting teams build independently.","Engineering","3"
"What is backward compatibility?","New versions still work for existing clients; add optional fields rather than removing or renaming ones in use.","Engineering","3"
"Why have dev, staging, and production environments?","Changes are built in dev, verified in a production-like staging environment, then released, catching issues before users see them.","Engineering","3"
"Why separate configuration from code?","The same code runs everywhere with per-environment settings from environment variables, avoiding rebuilds and hardcoded values.","Engineering","3"
"What is a stateless service?","It keeps no session data between requests, storing state externally, so any instance can serve any request and scaling is easy.","Engineering","3"
"Horizontal vs vertical scaling?","Horizontal adds more machines; vertical adds power to one machine; horizontal scales further but requires stateless design.","Engineering","3"
"What is a load balancer?","It spreads incoming traffic across healthy instances, improving availability and letting you scale out transparently.","Engineering","3"
"Name some of Microsoft's responsible AI principles.","Fairness, reliability and safety, privacy and security, inclusiveness, transparency, and accountability.","ResponsibleAI-Publishing","3"
"What is fairness in AI?","The system should not systematically disadvantage groups of people, checked by testing performance across demographics.","ResponsibleAI-Publishing","3"
"What is transparency in AI?","Being open about when AI is used, what it can and cannot do, and how decisions are made.","ResponsibleAI-Publishing","3"
"What is accountability in AI?","Humans and organizations remain answerable for AI outcomes; you cannot blame the model.","ResponsibleAI-Publishing","3"
"What is explainability?","Being able to describe why a model produced a given output, important for trust and debugging.","ResponsibleAI-Publishing","3"
"Where does bias in AI come from?","Mostly from training data reflecting historical or sampling biases, which models then learn and can amplify.","ResponsibleAI-Publishing","3"
"What is human in the loop?","A person reviews or approves AI outputs before they take effect, essential for high-stakes or creative decisions.","ResponsibleAI-Publishing","3"
"What is AI evaluation?","Systematically measuring an AI system's quality, safety, and accuracy using test datasets, metrics, and reviews before and after deployment.","ResponsibleAI-Publishing","3"
"What is a golden dataset in AI evals?","A curated set of inputs with known good outputs, used to score system changes consistently over time.","ResponsibleAI-Publishing","3"
"What is LLM-as-judge?","Using a strong model to score another model's outputs against criteria, scaling evaluation beyond human review, with spot-checking.","ResponsibleAI-Publishing","3"
"What is AI red teaming?","Deliberately attacking a system with adversarial prompts to find harmful or insecure behavior before users do.","ResponsibleAI-Publishing","3"
"What are guardrails in AI systems?","Controls around a model, like input filters, output checks, and restricted tools, keeping behavior within safe bounds.","ResponsibleAI-Publishing","3"
"What is PII?","Personally identifiable information: data that can identify a person, alone or combined with other data.","ResponsibleAI-Publishing","3"
"Give examples of PII.","Names, emails, phone numbers, addresses, ID numbers, and in publishing, author contracts and royalty banking details.","ResponsibleAI-Publishing","3"
"What is data privacy in AI systems?","Ensuring personal data is collected lawfully, used only as intended, protected, and kept out of prompts and logs unnecessarily.","ResponsibleAI-Publishing","3"
"What is GDPR?","The EU's data protection regulation giving people rights over their personal data, with heavy fines for violations.","ResponsibleAI-Publishing","3"
"What is data minimization?","Collect and process only the personal data actually needed for the purpose, a core GDPR principle.","ResponsibleAI-Publishing","3"
"Anonymization vs pseudonymization?","Anonymized data cannot be linked back to a person; pseudonymized data replaces identifiers but can be re-linked with a key.","ResponsibleAI-Publishing","3"
"What is the right to erasure?","Under GDPR, individuals can request deletion of their personal data, which systems must be designed to support.","ResponsibleAI-Publishing","3"
"What is data residency?","Requirements that data stay in specific geographic regions, affecting which cloud regions you may deploy to.","ResponsibleAI-Publishing","3"
"Why does consent matter for AI training data?","Using personal or licensed content to train models without permission creates legal and ethical risk, especially for publishers.","ResponsibleAI-Publishing","3"
"What is a model card?","Documentation describing a model's purpose, training data, performance, and limitations, supporting transparent responsible use.","ResponsibleAI-Publishing","3"
"Why is AI training data a copyright issue?","Models are often trained on copyrighted books without permission, prompting lawsuits and licensing debates publishers are central to.","ResponsibleAI-Publishing","3"
"Why do publishers care deeply about AI and copyright?","Their core assets are copyrighted works; unlicensed training or AI-generated imitations threaten author income and publisher revenue.","ResponsibleAI-Publishing","3"
"Can purely AI-generated content be copyrighted in the US?","Generally no: the US Copyright Office requires human authorship, so purely machine-generated works lack protection.","ResponsibleAI-Publishing","3"
"What is content licensing to AI companies?","Publishers negotiating paid agreements allowing their text to be used for model training or grounding, creating new revenue.","ResponsibleAI-Publishing","3"
"What is an ISBN?","International Standard Book Number: the unique identifier for each edition and format of a book, used across the supply chain.","ResponsibleAI-Publishing","3"
"What is metadata in publishing?","Descriptive data about a title, like ISBN, author, description, subject codes, and price, driving discoverability and sales.","ResponsibleAI-Publishing","3"
"What is ONIX?","The publishing industry's standard XML format for exchanging rich book metadata with retailers and distributors.","ResponsibleAI-Publishing","3"
"What is a manuscript?","The author's submitted text of a book before editing and production turn it into a finished publication.","ResponsibleAI-Publishing","3"
"What are the main stages of the publishing workflow?","Acquisition, editorial (developmental edit, copyedit), design and typesetting, proofreading, production, distribution, and marketing.","ResponsibleAI-Publishing","3"
"How can AI assist editorial workflows responsibly?","Drafting summaries, checking consistency, suggesting metadata and comp titles, with editors reviewing everything, since judgment stays human.","ResponsibleAI-Publishing","3"
"Backlist vs frontlist?","Frontlist is newly published titles; backlist is older titles that keep selling, often a publisher's steady profit base.","ResponsibleAI-Publishing","3"
"What is an imprint?","A brand within a publisher, like Viking within Penguin Random House, with its own editorial identity.","ResponsibleAI-Publishing","3"
"What are royalties?","The author's contractual share of sales revenue, calculated from often complex terms; accuracy matters and involves sensitive personal data.","ResponsibleAI-Publishing","3"
"How can AI help with publishing metadata?","Generating and enriching descriptions, keywords, and subject codes at scale, improving discoverability, with human review for accuracy.","ResponsibleAI-Publishing","3"
"Why keep humans central when using AI on manuscripts?","Creative and editorial judgment, author relationships, and legal responsibility cannot be delegated; AI assists, people decide.","ResponsibleAI-Publishing","3"
"What is trade publishing?","Publishing books for general consumers through retail channels, the segment Penguin Random House leads globally.","ResponsibleAI-Publishing","3"
"What does dict.get('key', default) do?","Looks up a key but returns the default instead of crashing with KeyError if the key is missing.","Python","2"
"What does sorted() with key= do?","Sorts items by a computed value, like sorted(books, key=lambda b: b['year']) sorts books by year.","Python","2"
"What does isinstance() check?","Whether a value is of a given type, like isinstance(x, str). Safer than comparing type() directly.","Python","2"
"What is a tuple and when would you use it over a list?","An ordered, immutable collection. Use it for fixed groups of values that should not change.","Python","2"
"What does str.split() return?","A list of substrings, splitting on whitespace by default or on a separator you pass in.","Python","2"
"What does str.join() do?","Glues a list of strings into one string with a separator, like ', '.join(names).","Python","2"
"What does pip list show?","Every package installed in the current environment with its version number.","Python","2"
"What does the modulo operator % do?","Returns the remainder of a division, like 7 % 3 giving 1. Handy for every-Nth logic.","Python","2"
"What is duck typing?","Python cares what an object can do, not what type it is. If it quacks like a duck, it works.","Python","2"
"What is the walrus operator := ?","Assigns and uses a value in one expression, like if (n := len(items)) > 10.","Python","2"
"What is the difference between PUT and PATCH?","PUT replaces a whole resource; PATCH updates only the fields you send.","APIs","2"
"What is the difference between 401 and 403?","401 means not authenticated, who are you. 403 means authenticated but not allowed, you cannot do that.","APIs","2"
"What does the Content-Type header application/json mean?","It tells the receiver the body is JSON so it can be parsed correctly.","APIs","2"
"What is an API gateway?","A front door that routes requests to backend services and centralizes auth, rate limiting, and logging.","APIs","2"
"What is an ARM template?","A JSON file that declares Azure resources so environments can be created repeatably instead of clicked together.","Azure","2"
"What is Azure App Service?","A managed platform for hosting web apps and APIs without managing servers yourself.","Azure","2"
"What is an Azure storage account?","The top-level container for Azure storage services like blobs, queues, and tables, with its own access keys.","Azure","2"
"What is Azure Service Bus?","A managed message queue service that lets applications hand work to each other reliably and asynchronously.","Azure","2"
"What is Azure Cosmos DB?","A globally distributed NoSQL database service with fast reads and flexible JSON-style documents.","Azure","2"
"What is a deployment slot swap?","Deploying to a staging slot, warming it up, then swapping it with production for near zero-downtime releases.","Azure","2"
"What does top-k mean in retrieval?","Return only the k most similar chunks, like the top 5, to keep the prompt small and relevant.","AI-LLM","2"
"What is the assistant role in a chat API?","The model's own previous replies in the conversation history, letting it keep context across turns.","AI-LLM","2"
"What is a golden set in LLM evaluation?","A fixed set of test questions with known good answers used to measure quality after every change.","AI-LLM","2"
"Why pin a model version in production?","Model updates can change behavior. Pinning a specific version keeps outputs stable until you test the new one.","AI-LLM","2"
"What is a chat model vs a completion model?","Chat models take structured role-based messages; older completion models take one raw text prompt.","AI-LLM","2"
"What is context stuffing and why does it fail?","Cramming everything into the prompt. It raises cost and the model loses focus, which retrieval solves better.","AI-LLM","2"
"What is semantic caching?","Reusing a stored LLM answer when a new question means the same thing, cutting cost and latency.","AI-LLM","2"
"What is an orchestration layer in an AI app?","The code that sequences steps: retrieve, build prompt, call the model, validate, and return the result.","AI-LLM","2"
"What is a DataFrame index in pandas?","The row labels of a DataFrame, used to look up, align, and join rows quickly.","Documents-Data","2"
"What is git stash?","Temporarily shelves uncommitted changes so you can switch tasks, then reapply them later with stash pop.","Git-CICD","2"
"What is a protected branch?","A branch, usually main, where direct pushes are blocked and changes must arrive through reviewed pull requests.","Git-CICD","2"
"What is a monorepo?","One repository holding many projects or services, making shared code and coordinated changes easier.","Git-CICD","2"
"What are artifacts in a CI pipeline?","Files a pipeline produces and saves, like build outputs or test reports, passed to later stages.","Git-CICD","2"
"What is a pre-commit hook?","A script that runs automatically before each commit, catching formatting issues or secrets early.","Git-CICD","2"
"What is a SQL view?","A saved query that acts like a virtual table, simplifying complex joins for consumers.","SQL","2"
"What is a refresh token?","A long-lived token used to obtain new short-lived access tokens without making the user log in again.","Security-Auth","3"
"What is hashing vs encryption?","Encryption is reversible with a key; hashing is one-way, used for passwords and integrity checks.","Security-Auth","3"
"Why keep token lifetimes short?","A stolen token expires quickly, shrinking the attack window. Refresh flows handle renewal invisibly.","Security-Auth","3"
"What is data leakage?","Information from the test set sneaking into training, making results look better than they will be in production.","ML-Fundamentals","3"
"What is inference latency?","How long a model takes to produce an answer for one request. Critical for user-facing applications.","ML-Fundamentals","3"
"What is RLHF?","Reinforcement learning from human feedback: training models on human preference ratings so outputs become more helpful and safe.","ML-Fundamentals","3"
"What is OneLake in Microsoft Fabric?","Fabric's single unified data lake that all Fabric workloads share, one copy of data for everything.","Fabric-MCP-Infra","3"
"In MCP, what is a server vs a client?","The server exposes tools and data; the client, usually an AI app, discovers and calls them.","Fabric-MCP-Infra","3"
"What is drift in infrastructure as code?","When real cloud resources no longer match the code, usually from manual portal changes. Tools detect and correct it.","Fabric-MCP-Infra","3"
"What is the circuit breaker pattern?","After repeated failures calling a service, stop calling it briefly so it can recover instead of being hammered.","Engineering","3"
"What is eventual consistency?","Distributed data that becomes consistent after a short delay rather than instantly, traded for availability and speed.","Engineering","3"
"What is a dead letter queue?","A holding queue for messages that repeatedly fail processing, so they can be inspected instead of lost.","Engineering","3"
"What is connection pooling?","Reusing open database connections across requests instead of opening a new one each time, saving latency.","Engineering","3"
"What is a liveness vs readiness probe?","Liveness asks is the app alive, restart if not. Readiness asks can it take traffic yet.","Engineering","3"
"What is horizontal vs vertical scaling?","Horizontal adds more instances; vertical makes one instance bigger. Cloud apps usually prefer horizontal.","Engineering","3"
"Why do companies have an AI usage policy?","To define what data can go into AI tools and how outputs are reviewed, managing privacy, legal, and quality risk.","ResponsibleAI-Publishing","3"
"What does len() work on besides lists?","Anything with a length: strings, dicts, tuples, sets. len('hello') is 5.","Python","2"
"What does the pass statement do?","Nothing on purpose. A placeholder so an empty function or class body is still valid syntax.","Python","2"
"What does round(3.14159, 2) return?","3.14. The second argument is how many decimal places to keep.","Python","2"
"What is idempotency in REST design?","Repeating the same request has the same effect as sending it once. GET, PUT, and DELETE should be idempotent.","APIs","2"
"What is a resource group lock in Azure?","A safety setting that blocks accidental deletion or changes to resources until the lock is removed.","Azure","2"
"What is Azure Front Door?","A global entry point service providing routing, caching, and protection for web applications across regions.","Azure","2"
"What is a negative prompt or exclusion instruction?","Telling the model explicitly what not to do, like never invent citations. Reduces common failure modes.","AI-LLM","2"
"What is temperature zero used for?","Maximum determinism: extraction, classification, and structured outputs where the same input should give the same answer.","AI-LLM","2"
"What is a token limit error and how do you handle it?","The prompt plus response exceeded the context window. Fix by chunking, summarizing, or retrieving less.","AI-LLM","2"
"What does git remote -v show?","The saved remote addresses, like origin and its GitHub URL, for fetch and push.","Git-CICD","2"
"What is a draft pull request?","A PR marked not ready for review, used to share work in progress and run CI early.","Git-CICD","2"
"What is an access token audience (aud claim)?","The intended recipient API of a token. Services reject tokens minted for someone else.","Security-Auth","3"
"What is defense in depth?","Layering multiple protections, network, identity, encryption, validation, so one failure does not expose everything.","Security-Auth","3"
"What is log sampling?","Keeping only a fraction of high-volume telemetry to control cost while preserving statistical visibility.","Observability","3"
"What is precision vs recall in plain terms?","Precision: of what I flagged, how much was right. Recall: of what existed, how much I found.","ML-Fundamentals","3"
"What does type() tell you?","The class of a value, like type(3.5) showing float. Useful when debugging unexpected data.","Python","2"
"What is snake_case?","Python's naming convention for variables and functions: lowercase words joined by underscores, like books_by_author.","Python","2"
